words,tf,business_id
hospital,40.0,B4a279OE6T0aK41DUMXHBg
philly,74.0,Ax2N_NOnazartWbmi6Rckg
movie,75.0,Ax2N_NOnazartWbmi6Rckg
view,77.0,Ax2N_NOnazartWbmi6Rckg
stair,83.0,Ax2N_NOnazartWbmi6Rckg
museum,85.0,Ax2N_NOnazartWbmi6Rckg
statue,97.0,Ax2N_NOnazartWbmi6Rckg
run,100.0,Ax2N_NOnazartWbmi6Rckg
top,122.0,Ax2N_NOnazartWbmi6Rckg
rocky,282.0,Ax2N_NOnazartWbmi6Rckg
step,291.0,Ax2N_NOnazartWbmi6Rckg
back,26.0,AcbOk6rzLDEBqQCNQ3HCCQ
place,27.0,AcbOk6rzLDEBqQCNQ3HCCQ
kayak,28.0,AcbOk6rzLDEBqQCNQ3HCCQ
time,29.0,AcbOk6rzLDEBqQCNQ3HCCQ
foggy,29.0,AcbOk6rzLDEBqQCNQ3HCCQ
bottom,31.0,AcbOk6rzLDEBqQCNQ3HCCQ
u,34.0,AcbOk6rzLDEBqQCNQ3HCCQ
get,36.0,AcbOk6rzLDEBqQCNQ3HCCQ
canoe,46.0,AcbOk6rzLDEBqQCNQ3HCCQ
river,49.0,AcbOk6rzLDEBqQCNQ3HCCQ
good,18.0,Ac0W0fBY0WRQ8LqdCRXUAQ
always,20.0,Ac0W0fBY0WRQ8LqdCRXUAQ
food,21.0,Ac0W0fBY0WRQ8LqdCRXUAQ
time,22.0,Ac0W0fBY0WRQ8LqdCRXUAQ
like,22.0,Ac0W0fBY0WRQ8LqdCRXUAQ
lion,40.0,Ac0W0fBY0WRQ8LqdCRXUAQ
sandwich,42.0,Ac0W0fBY0WRQ8LqdCRXUAQ
choice,42.0,Ac0W0fBY0WRQ8LqdCRXUAQ
roast,44.0,Ac0W0fBY0WRQ8LqdCRXUAQ
beef,62.0,Ac0W0fBY0WRQ8LqdCRXUAQ
fish,336.0,AaTpjyw-EiODgi3tR4Xr-g
menu,337.0,AaTpjyw-EiODgi3tR4Xr-g
lamb,349.0,AaTpjyw-EiODgi3tR4Xr-g
service,384.0,AaTpjyw-EiODgi3tR4Xr-g
greek,409.0,AaTpjyw-EiODgi3tR4Xr-g
great,433.0,AaTpjyw-EiODgi3tR4Xr-g
estia,440.0,AaTpjyw-EiODgi3tR4Xr-g
good,498.0,AaTpjyw-EiODgi3tR4Xr-g
restaurant,593.0,AaTpjyw-EiODgi3tR4Xr-g
food,684.0,AaTpjyw-EiODgi3tR4Xr-g
one,377.0,ALK-7tTvDKAzxAtIiNyh2A
nashville,384.0,ALK-7tTvDKAzxAtIiNyh2A
place,387.0,ALK-7tTvDKAzxAtIiNyh2A
menu,405.0,ALK-7tTvDKAzxAtIiNyh2A
restaurant,442.0,ALK-7tTvDKAzxAtIiNyh2A
good,483.0,ALK-7tTvDKAzxAtIiNyh2A
dish,529.0,ALK-7tTvDKAzxAtIiNyh2A
great,549.0,ALK-7tTvDKAzxAtIiNyh2A
food,652.0,ALK-7tTvDKAzxAtIiNyh2A
pasta,736.0,ALK-7tTvDKAzxAtIiNyh2A
go,19.0,AHjwEsmD0zeK6ie-QtjXAA
menu,19.0,AHjwEsmD0zeK6ie-QtjXAA
chicken,21.0,AHjwEsmD0zeK6ie-QtjXAA
steak,21.0,AHjwEsmD0zeK6ie-QtjXAA
plaza,22.0,AHjwEsmD0zeK6ie-QtjXAA
place,24.0,AHjwEsmD0zeK6ie-QtjXAA
potato,25.0,AHjwEsmD0zeK6ie-QtjXAA
good,28.0,AHjwEsmD0zeK6ie-QtjXAA
order,39.0,AHjwEsmD0zeK6ie-QtjXAA
food,50.0,AHjwEsmD0zeK6ie-QtjXAA
friendly,10.0,AHNkmdWu7-oUgkgslxTuiA
elite,10.0,AHNkmdWu7-oUgkgslxTuiA
gym,10.0,AHNkmdWu7-oUgkgslxTuiA
wall,11.0,AHNkmdWu7-oUgkgslxTuiA
get,16.0,AHNkmdWu7-oUgkgslxTuiA
staff,18.0,AHNkmdWu7-oUgkgslxTuiA
place,18.0,AHNkmdWu7-oUgkgslxTuiA
time,19.0,AHNkmdWu7-oUgkgslxTuiA
climbing,20.0,AHNkmdWu7-oUgkgslxTuiA
great,20.0,AHNkmdWu7-oUgkgslxTuiA
instructor,4.0,AH1c37pW3u7mklANksmohw
time,4.0,AH1c37pW3u7mklANksmohw
great,4.0,AH1c37pW3u7mklANksmohw
place,4.0,AH1c37pW3u7mklANksmohw
love,5.0,AH1c37pW3u7mklANksmohw
ive,5.0,AH1c37pW3u7mklANksmohw
month,6.0,AH1c37pW3u7mklANksmohw
studio,8.0,AH1c37pW3u7mklANksmohw
barre,14.0,AH1c37pW3u7mklANksmohw
class,17.0,AH1c37pW3u7mklANksmohw
line,822.0,AFYI0sfZ6WdVELjjEYOIpw
one,850.0,AFYI0sfZ6WdVELjjEYOIpw
animal,851.0,AFYI0sfZ6WdVELjjEYOIpw
day,932.0,AFYI0sfZ6WdVELjjEYOIpw
busch,969.0,AFYI0sfZ6WdVELjjEYOIpw
garden,1009.0,AFYI0sfZ6WdVELjjEYOIpw
get,1041.0,AFYI0sfZ6WdVELjjEYOIpw
time,1078.0,AFYI0sfZ6WdVELjjEYOIpw
ride,2298.0,AFYI0sfZ6WdVELjjEYOIpw
park,2359.0,AFYI0sfZ6WdVELjjEYOIpw
experience,200.0,A4-2jEraYJ2w2grn_uXlHw
blood,214.0,A4-2jEraYJ2w2grn_uXlHw
sand,217.0,A4-2jEraYJ2w2grn_uXlHw
menu,220.0,A4-2jEraYJ2w2grn_uXlHw
good,221.0,A4-2jEraYJ2w2grn_uXlHw
great,222.0,A4-2jEraYJ2w2grn_uXlHw
place,268.0,A4-2jEraYJ2w2grn_uXlHw
cocktail,271.0,A4-2jEraYJ2w2grn_uXlHw
drink,288.0,A4-2jEraYJ2w2grn_uXlHw
food,352.0,A4-2jEraYJ2w2grn_uXlHw
restaurant,187.0,A0DYN5wxygYnX_sL3HygvA
service,191.0,A0DYN5wxygYnX_sL3HygvA
place,193.0,A0DYN5wxygYnX_sL3HygvA
chicken,193.0,A0DYN5wxygYnX_sL3HygvA
gris,205.0,A0DYN5wxygYnX_sL3HygvA
oyster,206.0,A0DYN5wxygYnX_sL3HygvA
good,233.0,A0DYN5wxygYnX_sL3HygvA
shrimp,247.0,A0DYN5wxygYnX_sL3HygvA
great,267.0,A0DYN5wxygYnX_sL3HygvA
food,388.0,A0DYN5wxygYnX_sL3HygvA
best,850.0,9xdXS7jtWjCVzL4_oPGv9A
fin,853.0,9xdXS7jtWjCVzL4_oPGv9A
one,859.0,9xdXS7jtWjCVzL4_oPGv9A
place,970.0,9xdXS7jtWjCVzL4_oPGv9A
lobster,1069.0,9xdXS7jtWjCVzL4_oPGv9A
restaurant,1179.0,9xdXS7jtWjCVzL4_oPGv9A
good,1302.0,9xdXS7jtWjCVzL4_oPGv9A
great,1428.0,9xdXS7jtWjCVzL4_oPGv9A
service,1455.0,9xdXS7jtWjCVzL4_oPGv9A
food,1601.0,9xdXS7jtWjCVzL4_oPGv9A
grocery,7.0,9xOTSOxFBDO_is6VaL8UoA
clean,7.0,9xOTSOxFBDO_is6VaL8UoA
bakery,7.0,9xOTSOxFBDO_is6VaL8UoA
order,8.0,9xOTSOxFBDO_is6VaL8UoA
one,8.0,9xOTSOxFBDO_is6VaL8UoA
get,8.0,9xOTSOxFBDO_is6VaL8UoA
go,9.0,9xOTSOxFBDO_is6VaL8UoA
always,18.0,9xOTSOxFBDO_is6VaL8UoA
store,21.0,9xOTSOxFBDO_is6VaL8UoA
publix,23.0,9xOTSOxFBDO_is6VaL8UoA
menu,320.0,9wu8pszrPPUjruNvgQtIEg
good,324.0,9wu8pszrPPUjruNvgQtIEg
restaurant,327.0,9wu8pszrPPUjruNvgQtIEg
wine,328.0,9wu8pszrPPUjruNvgQtIEg
service,330.0,9wu8pszrPPUjruNvgQtIEg
place,373.0,9wu8pszrPPUjruNvgQtIEg
street,375.0,9wu8pszrPPUjruNvgQtIEg
tinker,396.0,9wu8pszrPPUjruNvgQtIEg
great,482.0,9wu8pszrPPUjruNvgQtIEg
food,561.0,9wu8pszrPPUjruNvgQtIEg
line,508.0,9w-LZEkP1hf363G-OYvKDg
fried,517.0,9w-LZEkP1hf363G-OYvKDg
nashville,547.0,9w-LZEkP1hf363G-OYvKDg
soup,558.0,9w-LZEkP1hf363G-OYvKDg
great,583.0,9w-LZEkP1hf363G-OYvKDg
chicken,606.0,9w-LZEkP1hf363G-OYvKDg
good,792.0,9w-LZEkP1hf363G-OYvKDg
food,825.0,9w-LZEkP1hf363G-OYvKDg
place,977.0,9w-LZEkP1hf363G-OYvKDg
taco,3534.0,9w-LZEkP1hf363G-OYvKDg
time,65.0,9qR3g_ABCk5kZCYFx82AlQ
restaurant,66.0,9qR3g_ABCk5kZCYFx82AlQ
like,68.0,9qR3g_ABCk5kZCYFx82AlQ
dish,73.0,9qR3g_ABCk5kZCYFx82AlQ
good,98.0,9qR3g_ABCk5kZCYFx82AlQ
chicken,102.0,9qR3g_ABCk5kZCYFx82AlQ
buffet,107.0,9qR3g_ABCk5kZCYFx82AlQ
place,120.0,9qR3g_ABCk5kZCYFx82AlQ
indian,124.0,9qR3g_ABCk5kZCYFx82AlQ
food,220.0,9qR3g_ABCk5kZCYFx82AlQ
menu,156.0,9mE7Xp0hH6TMv3eaf2Ylxg
franklin,168.0,9mE7Xp0hH6TMv3eaf2Ylxg
restaurant,175.0,9mE7Xp0hH6TMv3eaf2Ylxg
place,180.0,9mE7Xp0hH6TMv3eaf2Ylxg
service,200.0,9mE7Xp0hH6TMv3eaf2Ylxg
pony,255.0,9mE7Xp0hH6TMv3eaf2Ylxg
red,263.0,9mE7Xp0hH6TMv3eaf2Ylxg
good,267.0,9mE7Xp0hH6TMv3eaf2Ylxg
great,297.0,9mE7Xp0hH6TMv3eaf2Ylxg
food,307.0,9mE7Xp0hH6TMv3eaf2Ylxg
soup,10.0,9lleZz_RSjUTeZIJ--OMFA
get,11.0,9lleZz_RSjUTeZIJ--OMFA
time,11.0,9lleZz_RSjUTeZIJ--OMFA
good,11.0,9lleZz_RSjUTeZIJ--OMFA
bread,12.0,9lleZz_RSjUTeZIJ--OMFA
location,18.0,9lleZz_RSjUTeZIJ--OMFA
salad,19.0,9lleZz_RSjUTeZIJ--OMFA
sandwich,20.0,9lleZz_RSjUTeZIJ--OMFA
food,20.0,9lleZz_RSjUTeZIJ--OMFA
panera,35.0,9lleZz_RSjUTeZIJ--OMFA
back,328.0,9f5GXEeTvBWnrZ-AHEjgJQ
crabby,336.0,9f5GXEeTvBWnrZ-AHEjgJQ
bill,351.0,9f5GXEeTvBWnrZ-AHEjgJQ
time,393.0,9f5GXEeTvBWnrZ-AHEjgJQ
service,438.0,9f5GXEeTvBWnrZ-AHEjgJQ
crab,475.0,9f5GXEeTvBWnrZ-AHEjgJQ
place,563.0,9f5GXEeTvBWnrZ-AHEjgJQ
good,745.0,9f5GXEeTvBWnrZ-AHEjgJQ
great,776.0,9f5GXEeTvBWnrZ-AHEjgJQ
food,810.0,9f5GXEeTvBWnrZ-AHEjgJQ
sakura,103.0,9_V0SWbQPnZ0mR3kljXqBQ
price,108.0,9_V0SWbQPnZ0mR3kljXqBQ
time,120.0,9_V0SWbQPnZ0mR3kljXqBQ
great,125.0,9_V0SWbQPnZ0mR3kljXqBQ
service,132.0,9_V0SWbQPnZ0mR3kljXqBQ
food,157.0,9_V0SWbQPnZ0mR3kljXqBQ
good,157.0,9_V0SWbQPnZ0mR3kljXqBQ
place,222.0,9_V0SWbQPnZ0mR3kljXqBQ
roll,343.0,9_V0SWbQPnZ0mR3kljXqBQ
sushi,400.0,9_V0SWbQPnZ0mR3kljXqBQ
turkey,4.0,9UYnPwAlY65LPKLdtvlD9g
owner,4.0,9UYnPwAlY65LPKLdtvlD9g
crab,5.0,9UYnPwAlY65LPKLdtvlD9g
brandon,5.0,9UYnPwAlY65LPKLdtvlD9g
great,6.0,9UYnPwAlY65LPKLdtvlD9g
always,6.0,9UYnPwAlY65LPKLdtvlD9g
food,6.0,9UYnPwAlY65LPKLdtvlD9g
sandwich,11.0,9UYnPwAlY65LPKLdtvlD9g
best,13.0,9UYnPwAlY65LPKLdtvlD9g
cuban,21.0,9UYnPwAlY65LPKLdtvlD9g
leave,3.0,9TDbBKEMsppLJlfOMDyQDg
u,3.0,9TDbBKEMsppLJlfOMDyQDg
much,4.0,9TDbBKEMsppLJlfOMDyQDg
great,4.0,9TDbBKEMsppLJlfOMDyQDg
staff,4.0,9TDbBKEMsppLJlfOMDyQDg
kapolka,5.0,9TDbBKEMsppLJlfOMDyQDg
animal,5.0,9TDbBKEMsppLJlfOMDyQDg
dr,6.0,9TDbBKEMsppLJlfOMDyQDg
cat,7.0,9TDbBKEMsppLJlfOMDyQDg
care,7.0,9TDbBKEMsppLJlfOMDyQDg
drink,1295.0,9PZxjhTIU7OgPIzuGi89Ew
vez,1440.0,9PZxjhTIU7OgPIzuGi89Ew
el,1534.0,9PZxjhTIU7OgPIzuGi89Ew
margarita,1603.0,9PZxjhTIU7OgPIzuGi89Ew
guacamole,1617.0,9PZxjhTIU7OgPIzuGi89Ew
place,1855.0,9PZxjhTIU7OgPIzuGi89Ew
great,1909.0,9PZxjhTIU7OgPIzuGi89Ew
taco,2188.0,9PZxjhTIU7OgPIzuGi89Ew
good,2278.0,9PZxjhTIU7OgPIzuGi89Ew
food,2645.0,9PZxjhTIU7OgPIzuGi89Ew
like,58.0,9Kc8kccL0kkAyReycrr4EA
chicken,59.0,9Kc8kccL0kkAyReycrr4EA
really,60.0,9Kc8kccL0kkAyReycrr4EA
burrito,62.0,9Kc8kccL0kkAyReycrr4EA
great,70.0,9Kc8kccL0kkAyReycrr4EA
taco,87.0,9Kc8kccL0kkAyReycrr4EA
mexican,88.0,9Kc8kccL0kkAyReycrr4EA
place,107.0,9Kc8kccL0kkAyReycrr4EA
good,118.0,9Kc8kccL0kkAyReycrr4EA
food,172.0,9Kc8kccL0kkAyReycrr4EA
place,41.0,9JTzW5o1zOTQnb2hKjJGiQ
order,41.0,9JTzW5o1zOTQnb2hKjJGiQ
always,42.0,9JTzW5o1zOTQnb2hKjJGiQ
one,45.0,9JTzW5o1zOTQnb2hKjJGiQ
sauce,45.0,9JTzW5o1zOTQnb2hKjJGiQ
carrabbas,52.0,9JTzW5o1zOTQnb2hKjJGiQ
restaurant,53.0,9JTzW5o1zOTQnb2hKjJGiQ
service,61.0,9JTzW5o1zOTQnb2hKjJGiQ
good,69.0,9JTzW5o1zOTQnb2hKjJGiQ
food,102.0,9JTzW5o1zOTQnb2hKjJGiQ
parking,7.0,9IutqmrQ2mYqyoR1SdvywQ
staff,8.0,9IutqmrQ2mYqyoR1SdvywQ
see,8.0,9IutqmrQ2mYqyoR1SdvywQ
event,9.0,9IutqmrQ2mYqyoR1SdvywQ
art,9.0,9IutqmrQ2mYqyoR1SdvywQ
space,9.0,9IutqmrQ2mYqyoR1SdvywQ
show,10.0,9IutqmrQ2mYqyoR1SdvywQ
venue,13.0,9IutqmrQ2mYqyoR1SdvywQ
place,13.0,9IutqmrQ2mYqyoR1SdvywQ
oz,17.0,9IutqmrQ2mYqyoR1SdvywQ
great,43.0,9I7VNu6_VclomWuINtIFaw
get,44.0,9I7VNu6_VclomWuINtIFaw
one,47.0,9I7VNu6_VclomWuINtIFaw
mexican,51.0,9I7VNu6_VclomWuINtIFaw
restaurant,52.0,9I7VNu6_VclomWuINtIFaw
pupusas,52.0,9I7VNu6_VclomWuINtIFaw
good,75.0,9I7VNu6_VclomWuINtIFaw
place,76.0,9I7VNu6_VclomWuINtIFaw
taco,78.0,9I7VNu6_VclomWuINtIFaw
food,108.0,9I7VNu6_VclomWuINtIFaw
courtesy,138.0,9DwHhJs0YFGIFvZym6PRlw
time,145.0,9DwHhJs0YFGIFvZym6PRlw
told,149.0,9DwHhJs0YFGIFvZym6PRlw
vehicle,152.0,9DwHhJs0YFGIFvZym6PRlw
get,155.0,9DwHhJs0YFGIFvZym6PRlw
back,164.0,9DwHhJs0YFGIFvZym6PRlw
would,180.0,9DwHhJs0YFGIFvZym6PRlw
toyota,248.0,9DwHhJs0YFGIFvZym6PRlw
service,340.0,9DwHhJs0YFGIFvZym6PRlw
car,439.0,9DwHhJs0YFGIFvZym6PRlw
see,204.0,9DfzRvTs9tzFuj5PnnLOrA
work,207.0,9DfzRvTs9tzFuj5PnnLOrA
time,231.0,9DfzRvTs9tzFuj5PnnLOrA
one,257.0,9DfzRvTs9tzFuj5PnnLOrA
room,284.0,9DfzRvTs9tzFuj5PnnLOrA
painting,286.0,9DfzRvTs9tzFuj5PnnLOrA
museum,537.0,9DfzRvTs9tzFuj5PnnLOrA
collection,538.0,9DfzRvTs9tzFuj5PnnLOrA
barnes,643.0,9DfzRvTs9tzFuj5PnnLOrA
art,685.0,9DfzRvTs9tzFuj5PnnLOrA
like,65.0,8yGZhBwFFLtOVLY9Do8ohQ
back,66.0,8yGZhBwFFLtOVLY9Do8ohQ
ordered,77.0,8yGZhBwFFLtOVLY9Do8ohQ
service,81.0,8yGZhBwFFLtOVLY9Do8ohQ
time,83.0,8yGZhBwFFLtOVLY9Do8ohQ
great,97.0,8yGZhBwFFLtOVLY9Do8ohQ
place,99.0,8yGZhBwFFLtOVLY9Do8ohQ
good,112.0,8yGZhBwFFLtOVLY9Do8ohQ
brunch,112.0,8yGZhBwFFLtOVLY9Do8ohQ
food,125.0,8yGZhBwFFLtOVLY9Do8ohQ
back,67.0,8x7oJzbcOndkG7Mlo96eXA
service,68.0,8x7oJzbcOndkG7Mlo96eXA
bar,70.0,8x7oJzbcOndkG7Mlo96eXA
good,73.0,8x7oJzbcOndkG7Mlo96eXA
rabbit,93.0,8x7oJzbcOndkG7Mlo96eXA
cocktail,97.0,8x7oJzbcOndkG7Mlo96eXA
food,107.0,8x7oJzbcOndkG7Mlo96eXA
place,118.0,8x7oJzbcOndkG7Mlo96eXA
great,119.0,8x7oJzbcOndkG7Mlo96eXA
drink,141.0,8x7oJzbcOndkG7Mlo96eXA
min,3.0,8uNViOqLDgFUyaPCj4O9eQ
say,3.0,8uNViOqLDgFUyaPCj4O9eQ
cut,3.0,8uNViOqLDgFUyaPCj4O9eQ
cutting,3.0,8uNViOqLDgFUyaPCj4O9eQ
know,3.0,8uNViOqLDgFUyaPCj4O9eQ
got,3.0,8uNViOqLDgFUyaPCj4O9eQ
get,4.0,8uNViOqLDgFUyaPCj4O9eQ
haircut,4.0,8uNViOqLDgFUyaPCj4O9eQ
hair,5.0,8uNViOqLDgFUyaPCj4O9eQ
barber,8.0,8uNViOqLDgFUyaPCj4O9eQ
got,37.0,8u70WVawnsReBWNv7IXNSg
order,44.0,8u70WVawnsReBWNv7IXNSg
like,44.0,8u70WVawnsReBWNv7IXNSg
time,49.0,8u70WVawnsReBWNv7IXNSg
good,64.0,8u70WVawnsReBWNv7IXNSg
place,77.0,8u70WVawnsReBWNv7IXNSg
milk,84.0,8u70WVawnsReBWNv7IXNSg
drink,94.0,8u70WVawnsReBWNv7IXNSg
tea,202.0,8u70WVawnsReBWNv7IXNSg
boba,202.0,8u70WVawnsReBWNv7IXNSg
one,63.0,8q25GCkL0PngPIlCu2j4Vw
great,67.0,8q25GCkL0PngPIlCu2j4Vw
flavor,68.0,8q25GCkL0PngPIlCu2j4Vw
pangolin,70.0,8q25GCkL0PngPIlCu2j4Vw
place,88.0,8q25GCkL0PngPIlCu2j4Vw
drink,88.0,8q25GCkL0PngPIlCu2j4Vw
tea,102.0,8q25GCkL0PngPIlCu2j4Vw
coffee,158.0,8q25GCkL0PngPIlCu2j4Vw
turkish,169.0,8q25GCkL0PngPIlCu2j4Vw
delight,179.0,8q25GCkL0PngPIlCu2j4Vw
chip,879.0,8pqdJjefYq-a9IBSJJmKwA
really,906.0,8pqdJjefYq-a9IBSJJmKwA
dandelion,950.0,8pqdJjefYq-a9IBSJJmKwA
service,971.0,8pqdJjefYq-a9IBSJJmKwA
like,1000.0,8pqdJjefYq-a9IBSJJmKwA
time,1014.0,8pqdJjefYq-a9IBSJJmKwA
place,1482.0,8pqdJjefYq-a9IBSJJmKwA
good,1642.0,8pqdJjefYq-a9IBSJJmKwA
great,1645.0,8pqdJjefYq-a9IBSJJmKwA
food,1935.0,8pqdJjefYq-a9IBSJJmKwA
ingredient,3.0,8l7Jb_FZnOTvDR2lX7TvCw
fajitas,3.0,8l7Jb_FZnOTvDR2lX7TvCw
good,3.0,8l7Jb_FZnOTvDR2lX7TvCw
recommend,4.0,8l7Jb_FZnOTvDR2lX7TvCw
place,4.0,8l7Jb_FZnOTvDR2lX7TvCw
friendly,4.0,8l7Jb_FZnOTvDR2lX7TvCw
restaurant,5.0,8l7Jb_FZnOTvDR2lX7TvCw
try,5.0,8l7Jb_FZnOTvDR2lX7TvCw
mexican,5.0,8l7Jb_FZnOTvDR2lX7TvCw
food,5.0,8l7Jb_FZnOTvDR2lX7TvCw
would,135.0,8iHhCFzH3Lig7UWRUX9t1w
one,141.0,8iHhCFzH3Lig7UWRUX9t1w
pedicure,154.0,8iHhCFzH3Lig7UWRUX9t1w
service,157.0,8iHhCFzH3Lig7UWRUX9t1w
manicure,160.0,8iHhCFzH3Lig7UWRUX9t1w
place,165.0,8iHhCFzH3Lig7UWRUX9t1w
back,169.0,8iHhCFzH3Lig7UWRUX9t1w
get,184.0,8iHhCFzH3Lig7UWRUX9t1w
time,232.0,8iHhCFzH3Lig7UWRUX9t1w
nail,522.0,8iHhCFzH3Lig7UWRUX9t1w
great,78.0,8cc3Pmdz7SblEBVDt1eEAA
one,79.0,8cc3Pmdz7SblEBVDt1eEAA
time,85.0,8cc3Pmdz7SblEBVDt1eEAA
order,92.0,8cc3Pmdz7SblEBVDt1eEAA
salsa,120.0,8cc3Pmdz7SblEBVDt1eEAA
pupusas,122.0,8cc3Pmdz7SblEBVDt1eEAA
good,129.0,8cc3Pmdz7SblEBVDt1eEAA
place,131.0,8cc3Pmdz7SblEBVDt1eEAA
taco,137.0,8cc3Pmdz7SblEBVDt1eEAA
food,235.0,8cc3Pmdz7SblEBVDt1eEAA
even,47.0,8ZCpyx-U-dEJyNZBWiC3mA
guy,53.0,8ZCpyx-U-dEJyNZBWiC3mA
service,57.0,8ZCpyx-U-dEJyNZBWiC3mA
get,68.0,8ZCpyx-U-dEJyNZBWiC3mA
minute,79.0,8ZCpyx-U-dEJyNZBWiC3mA
quick,80.0,8ZCpyx-U-dEJyNZBWiC3mA
place,100.0,8ZCpyx-U-dEJyNZBWiC3mA
car,133.0,8ZCpyx-U-dEJyNZBWiC3mA
change,175.0,8ZCpyx-U-dEJyNZBWiC3mA
oil,257.0,8ZCpyx-U-dEJyNZBWiC3mA
get,631.0,8YDJraW_cg5IPTPisPfB-A
time,636.0,8YDJraW_cg5IPTPisPfB-A
like,673.0,8YDJraW_cg5IPTPisPfB-A
city,752.0,8YDJraW_cg5IPTPisPfB-A
go,777.0,8YDJraW_cg5IPTPisPfB-A
fun,801.0,8YDJraW_cg5IPTPisPfB-A
slide,855.0,8YDJraW_cg5IPTPisPfB-A
museum,1311.0,8YDJraW_cg5IPTPisPfB-A
kid,1312.0,8YDJraW_cg5IPTPisPfB-A
place,1892.0,8YDJraW_cg5IPTPisPfB-A
crushed,62.0,8S2hOkzWzpkJLybVOTSCLw
place,63.0,8S2hOkzWzpkJLybVOTSCLw
great,68.0,8S2hOkzWzpkJLybVOTSCLw
time,69.0,8S2hOkzWzpkJLybVOTSCLw
red,72.0,8S2hOkzWzpkJLybVOTSCLw
order,77.0,8S2hOkzWzpkJLybVOTSCLw
good,80.0,8S2hOkzWzpkJLybVOTSCLw
food,80.0,8S2hOkzWzpkJLybVOTSCLw
pizza,113.0,8S2hOkzWzpkJLybVOTSCLw
salad,280.0,8S2hOkzWzpkJLybVOTSCLw
go,154.0,8MzF1Tlgz0pOkxmhP5dYzA
like,158.0,8MzF1Tlgz0pOkxmhP5dYzA
great,161.0,8MzF1Tlgz0pOkxmhP5dYzA
fry,173.0,8MzF1Tlgz0pOkxmhP5dYzA
el,190.0,8MzF1Tlgz0pOkxmhP5dYzA
cap,190.0,8MzF1Tlgz0pOkxmhP5dYzA
food,209.0,8MzF1Tlgz0pOkxmhP5dYzA
good,285.0,8MzF1Tlgz0pOkxmhP5dYzA
place,314.0,8MzF1Tlgz0pOkxmhP5dYzA
burger,798.0,8MzF1Tlgz0pOkxmhP5dYzA
shrimp,200.0,8HP8_kW6xroh5jCkh4uigA
great,220.0,8HP8_kW6xroh5jCkh4uigA
service,224.0,8HP8_kW6xroh5jCkh4uigA
dish,240.0,8HP8_kW6xroh5jCkh4uigA
time,242.0,8HP8_kW6xroh5jCkh4uigA
chinese,251.0,8HP8_kW6xroh5jCkh4uigA
restaurant,253.0,8HP8_kW6xroh5jCkh4uigA
place,273.0,8HP8_kW6xroh5jCkh4uigA
good,312.0,8HP8_kW6xroh5jCkh4uigA
food,541.0,8HP8_kW6xroh5jCkh4uigA
food,67.0,8B1_LXe0JmSgC1s4kttXJQ
one,68.0,8B1_LXe0JmSgC1s4kttXJQ
brewery,81.0,8B1_LXe0JmSgC1s4kttXJQ
game,83.0,8B1_LXe0JmSgC1s4kttXJQ
life,93.0,8B1_LXe0JmSgC1s4kttXJQ
good,96.0,8B1_LXe0JmSgC1s4kttXJQ
civil,99.0,8B1_LXe0JmSgC1s4kttXJQ
place,131.0,8B1_LXe0JmSgC1s4kttXJQ
great,155.0,8B1_LXe0JmSgC1s4kttXJQ
beer,338.0,8B1_LXe0JmSgC1s4kttXJQ
always,97.0,8ASzjS3ITg5bQSyObsCx5w
time,113.0,8ASzjS3ITg5bQSyObsCx5w
russell,125.0,8ASzjS3ITg5bQSyObsCx5w
service,136.0,8ASzjS3ITg5bQSyObsCx5w
great,178.0,8ASzjS3ITg5bQSyObsCx5w
place,184.0,8ASzjS3ITg5bQSyObsCx5w
good,188.0,8ASzjS3ITg5bQSyObsCx5w
egg,193.0,8ASzjS3ITg5bQSyObsCx5w
food,206.0,8ASzjS3ITg5bQSyObsCx5w
breakfast,218.0,8ASzjS3ITg5bQSyObsCx5w
one,25.0,7utsfp2dXJ09j8Gb9hAIvA
get,26.0,7utsfp2dXJ09j8Gb9hAIvA
filled,27.0,7utsfp2dXJ09j8Gb9hAIvA
fresh,28.0,7utsfp2dXJ09j8Gb9hAIvA
best,30.0,7utsfp2dXJ09j8Gb9hAIvA
chocolate,31.0,7utsfp2dXJ09j8Gb9hAIvA
great,31.0,7utsfp2dXJ09j8Gb9hAIvA
cream,31.0,7utsfp2dXJ09j8Gb9hAIvA
good,38.0,7utsfp2dXJ09j8Gb9hAIvA
donut,201.0,7utsfp2dXJ09j8Gb9hAIvA
deli,14.0,7qc5wS5t5NYdiuldY_CpHw
like,14.0,7qc5wS5t5NYdiuldY_CpHw
love,14.0,7qc5wS5t5NYdiuldY_CpHw
service,14.0,7qc5wS5t5NYdiuldY_CpHw
work,15.0,7qc5wS5t5NYdiuldY_CpHw
good,15.0,7qc5wS5t5NYdiuldY_CpHw
one,17.0,7qc5wS5t5NYdiuldY_CpHw
store,26.0,7qc5wS5t5NYdiuldY_CpHw
always,29.0,7qc5wS5t5NYdiuldY_CpHw
publix,50.0,7qc5wS5t5NYdiuldY_CpHw
happy,141.0,7bJGh3PkW9tr3rXC6P2uwA
matador,157.0,7bJGh3PkW9tr3rXC6P2uwA
time,164.0,7bJGh3PkW9tr3rXC6P2uwA
taco,171.0,7bJGh3PkW9tr3rXC6P2uwA
place,189.0,7bJGh3PkW9tr3rXC6P2uwA
drink,195.0,7bJGh3PkW9tr3rXC6P2uwA
service,206.0,7bJGh3PkW9tr3rXC6P2uwA
